servidor;timestamp;cpu_porcentagem;cpu_ociosa_porcentagem;cpu_usuarios_porcentagem;cpu_sistema_porcentagem;cpu_loadavg;ram_porcentagem;ram_mb;ram_gb;ram_disp_porcentagem;ram_disp_mb;ram_disp_gb;ram_swap_porcentagem;ram_swap_mb;ram_swap_gb;disco_porcentagem;disco_mb;disco_gb;disco_livre_porcentagem;disco_livre_mb;disco_livre_gb;disco_throughput_mbs;disco_throughput_gbs
miche;16/10/2025 19:55;4.5;95.5;2.6;1.5;(0.0, 0.0, 0.0);86.8;6435.0;6.28;13.2;978.24;0.96;31.1;3790.34;3.7;83.7;203365.8;198.6;16.33;39691.19;38.76;0.1;0.0
miche;16/10/2025 19:55;1.6;98.4;1.2;0.4;(0.0, 0.0, 0.0);86.4;6408.29;6.26;13.56;1004.95;0.98;31.1;3790.34;3.7;83.7;203365.8;198.6;16.33;39691.19;38.76;0.0;0.0
miche;16/10/2025 19:55;1.6;98.4;1.2;0.4;(0.0, 0.0, 0.0);86.6;6422.3;6.27;13.37;990.95;0.97;31.1;3790.34;3.7;83.7;203365.81;198.6;16.33;39691.19;38.76;0.0;0.0
miche;16/10/2025 19:55;2.3;97.7;1.9;0.4;(0.0, 0.0, 0.0);86.5;6414.68;6.26;13.47;998.57;0.98;31.1;3790.31;3.7;83.7;203360.8;198.59;16.33;39696.2;38.77;0.06;0.0
miche;16/10/2025 19:55;2.4;97.6;1.2;0.8;(0.0, 0.0, 0.0);86.5;6410.43;6.26;13.53;1002.82;0.98;31.1;3790.27;3.7;83.7;203360.8;198.59;16.33;39696.2;38.77;0.0;0.0
miche;16/10/2025 19:55;2.7;97.3;0.8;1.1;(0.0, 0.0, 0.0);85.7;6352.49;6.2;14.31;1060.76;1.04;31.1;3790.2;3.7;83.7;203360.8;198.59;16.33;39696.2;38.77;0.06;0.0
miche;16/10/2025 19:56;2.0;98.0;1.2;0.8;(0.0, 0.0, 0.0);86.0;6379.06;6.23;13.95;1034.19;1.01;31.1;3790.13;3.7;83.7;203360.86;198.59;16.33;39696.13;38.77;0.0;0.0
miche;16/10/2025 19:56;3.2;96.8;0.8;1.2;(0.0, 0.0, 0.0);86.1;6382.63;6.23;13.9;1030.62;1.01;31.1;3790.12;3.7;83.7;203360.87;198.59;16.33;39696.13;38.77;0.0;0.0
miche;16/10/2025 19:56;1.6;98.4;0.8;0.4;(0.0, 0.0, 0.0);86.1;6383.99;6.23;13.88;1029.25;1.01;31.1;3790.08;3.7;83.7;203360.87;198.59;16.33;39696.13;38.77;0.0;0.0
miche;16/10/2025 19:56;2.7;97.3;1.2;0.8;(0.0, 0.0, 0.0);86.1;6383.81;6.23;13.89;1029.44;1.01;31.1;3790.03;3.7;83.7;203360.87;198.59;16.33;39696.12;38.77;1.71;0.0
miche;16/10/2025 19:56;1.2;98.8;1.2;0.0;(0.0, 0.0, 0.0);86.1;6380.3;6.23;13.93;1032.94;1.01;31.1;3789.94;3.7;83.7;203360.63;198.59;16.33;39696.37;38.77;0.62;0.0
miche;16/10/2025 19:56;1.6;98.4;1.2;0.4;(0.0, 0.0, 0.0);85.8;6360.52;6.21;14.2;1052.73;1.03;31.1;3789.94;3.7;83.7;203360.57;198.59;16.33;39696.43;38.77;0.0;0.0
miche;16/10/2025 19:56;2.0;98.0;1.2;0.4;(0.0, 0.0, 0.0);85.9;6368.09;6.22;14.1;1045.16;1.02;31.1;3789.88;3.7;83.7;203360.57;198.59;16.33;39696.43;38.77;0.25;0.0
miche;16/10/2025 19:56;4.4;95.6;2.4;1.6;(0.0, 0.0, 0.0);85.9;6368.16;6.22;14.1;1045.08;1.02;31.1;3789.87;3.7;83.7;203360.57;198.59;16.33;39696.43;38.77;0.0;0.0
miche;16/10/2025 19:56;2.3;97.7;0.8;1.1;(0.0, 0.0, 0.0);85.8;6362.43;6.21;14.17;1050.82;1.03;31.1;3789.85;3.7;83.7;203360.57;198.59;16.33;39696.43;38.77;0.0;0.0
miche;16/10/2025 19:56;3.1;96.9;0.8;1.6;(0.0, 0.0, 0.0);85.9;6367.72;6.22;14.1;1045.53;1.02;31.1;3789.77;3.7;83.7;203360.57;198.59;16.33;39696.42;38.77;0.0;0.0
miche;16/10/2025 19:57;5.4;94.6;3.1;1.9;(0.0, 0.0, 0.0);85.9;6370.46;6.22;14.07;1042.79;1.02;31.1;3789.71;3.7;83.7;203360.57;198.59;16.33;39696.42;38.77;0.0;0.0
miche;16/10/2025 19:57;0.8;99.2;0.8;0.0;(0.0, 0.0, 0.0);86.0;6372.23;6.22;14.04;1041.01;1.02;31.1;3789.68;3.7;83.7;203360.58;198.59;16.33;39696.42;38.77;0.01;0.0
miche;16/10/2025 19:57;0.8;99.2;0.8;0.0;(0.0, 0.0, 0.0);85.9;6366.33;6.22;14.12;1046.92;1.02;31.1;3789.68;3.7;83.7;203360.58;198.59;16.33;39696.41;38.77;0.02;0.0
miche;16/10/2025 19:57;3.1;96.9;1.2;1.2;(0.0, 0.0, 0.0);85.9;6366.64;6.22;14.12;1046.61;1.02;31.1;3789.67;3.7;83.7;203360.65;198.59;16.33;39696.35;38.77;0.0;0.0
miche;16/10/2025 19:57;3.5;96.5;1.2;1.9;(0.0, 0.0, 0.0);85.8;6361.8;6.21;14.18;1051.45;1.03;31.1;3789.65;3.7;83.7;203360.65;198.59;16.33;39696.34;38.77;0.0;0.0
miche;16/10/2025 19:57;1.5;98.5;0.8;0.4;(0.0, 0.0, 0.0);85.7;6354.92;6.21;14.28;1058.32;1.03;31.1;3789.65;3.7;83.7;203360.65;198.59;16.33;39696.34;38.77;0.0;0.0
miche;16/10/2025 19:57;2.7;97.3;2.0;0.8;(0.0, 0.0, 0.0);86.2;6391.42;6.24;13.78;1021.82;1.0;31.1;3789.57;3.7;83.7;203360.77;198.59;16.33;39696.23;38.77;0.03;0.0
miche;16/10/2025 19:57;2.0;98.0;1.2;0.4;(0.0, 0.0, 0.0);86.4;6404.4;6.25;13.61;1008.85;0.99;31.1;3789.55;3.7;83.7;203360.77;198.59;16.33;39696.23;38.77;0.17;0.0
miche;16/10/2025 19:57;2.7;97.3;1.2;1.5;(0.0, 0.0, 0.0);86.5;6411.18;6.26;13.52;1002.06;0.98;31.1;3789.55;3.7;83.7;203360.77;198.59;16.33;39696.23;38.77;0.0;0.0
miche;16/10/2025 19:57;3.5;96.5;0.8;2.3;(0.0, 0.0, 0.0);86.4;6405.15;6.26;13.6;1008.1;0.98;31.1;3789.51;3.7;83.7;203360.77;198.59;16.33;39696.23;38.77;0.0;0.0
miche;16/10/2025 19:58;2.3;97.7;1.5;0.8;(0.0, 0.0, 0.0);86.3;6400.49;6.25;13.66;1012.76;0.99;31.1;3789.12;3.7;83.7;203360.83;198.59;16.33;39696.17;38.77;0.18;0.0
miche;16/10/2025 19:58;2.4;97.6;1.2;0.8;(0.0, 0.0, 0.0);85.9;6369.94;6.22;14.07;1043.31;1.02;31.1;3789.07;3.7;83.7;203360.83;198.59;16.33;39696.17;38.77;0.02;0.0
miche;16/10/2025 19:58;1.2;98.8;1.2;0.0;(0.0, 0.0, 0.0);85.9;6369.73;6.22;14.08;1043.52;1.02;31.1;3788.94;3.7;83.7;203360.88;198.59;16.33;39696.11;38.77;0.01;0.0
miche;16/10/2025 19:58;1.2;98.8;1.2;0.0;(0.0, 0.0, 0.0);86.0;6372.62;6.22;14.04;1040.62;1.02;31.1;3788.91;3.7;83.7;203360.88;198.59;16.33;39696.11;38.77;0.0;0.0
miche;16/10/2025 19:58;3.1;96.9;2.0;1.2;(0.0, 0.0, 0.0);85.9;6366.39;6.22;14.12;1046.86;1.02;31.1;3788.91;3.7;83.7;203360.88;198.59;16.33;39696.11;38.77;0.0;0.0
miche;16/10/2025 19:58;1.6;98.4;0.8;0.4;(0.0, 0.0, 0.0);85.9;6368.82;6.22;14.09;1044.43;1.02;31.1;3788.89;3.7;83.7;203360.82;198.59;16.33;39696.18;38.77;0.0;0.0
miche;16/10/2025 19:58;1.6;98.4;1.2;0.4;(0.0, 0.0, 0.0);85.9;6368.48;6.22;14.09;1044.77;1.02;31.1;3788.89;3.7;83.7;203360.76;198.59;16.33;39696.24;38.77;0.25;0.0
miche;16/10/2025 19:58;1.9;98.1;1.1;0.8;(0.0, 0.0, 0.0);85.6;6343.7;6.2;14.43;1069.55;1.04;31.1;3788.89;3.7;83.7;203360.76;198.59;16.33;39696.24;38.77;0.01;0.0
miche;16/10/2025 19:58;5.4;94.6;1.2;2.3;(0.0, 0.0, 0.0);85.7;6355.14;6.21;14.27;1058.1;1.03;31.1;3788.89;3.7;83.7;203360.28;198.59;16.33;39696.72;38.77;0.0;0.0
miche;16/10/2025 19:58;3.5;96.5;1.9;1.2;(0.0, 0.0, 0.0);85.7;6355.14;6.21;14.27;1058.1;1.03;31.1;3788.88;3.7;83.7;203360.78;198.59;16.33;39696.22;38.77;0.0;0.0
miche;16/10/2025 19:59;1.5;98.5;1.5;0.0;(0.0, 0.0, 0.0);85.7;6354.58;6.21;14.28;1058.67;1.03;31.1;3788.88;3.7;83.7;203360.78;198.59;16.33;39696.22;38.77;0.0;0.0
miche;16/10/2025 19:59;2.7;97.3;1.6;0.8;(0.0, 0.0, 0.0);85.7;6356.78;6.21;14.25;1056.46;1.03;31.1;3788.86;3.7;83.7;203360.78;198.59;16.33;39696.22;38.77;0.0;0.0
miche;16/10/2025 19:59;2.8;97.2;2.0;0.8;(0.0, 0.0, 0.0);85.8;6357.25;6.21;14.24;1056.0;1.03;31.1;3788.84;3.7;83.7;203360.78;198.59;16.33;39696.22;38.77;0.3;0.0
miche;16/10/2025 19:59;2.3;97.7;0.8;1.2;(0.0, 0.0, 0.0);85.8;6360.45;6.21;14.2;1052.8;1.03;31.1;3788.81;3.7;83.7;203360.78;198.59;16.33;39696.22;38.77;0.0;0.0
miche;16/10/2025 19:59;2.8;97.2;2.0;0.8;(0.0, 0.0, 0.0);85.8;6358.93;6.21;14.22;1054.32;1.03;31.1;3788.8;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 19:59;5.8;94.2;1.9;2.3;(0.0, 0.0, 0.0);85.5;6341.42;6.19;14.46;1071.83;1.05;31.1;3788.78;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 19:59;2.7;97.3;1.1;0.8;(0.0, 0.0, 0.0);85.6;6349.02;6.2;14.36;1064.23;1.04;31.1;3788.68;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 19:59;3.1;96.9;1.6;1.2;(0.0, 0.0, 0.0);85.7;6353.92;6.21;14.29;1059.32;1.03;31.1;3788.67;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;1.37;0.0
miche;16/10/2025 19:59;3.1;96.9;1.2;1.6;(0.0, 0.0, 0.0);85.7;6356.03;6.21;14.26;1057.21;1.03;31.1;3788.65;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 19:59;1.9;98.1;0.8;0.8;(0.0, 0.0, 0.0);85.8;6361.46;6.21;14.19;1051.79;1.03;31.1;3788.52;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 20:00;2.7;97.3;1.6;0.8;(0.0, 0.0, 0.0);86.1;6381.91;6.23;13.91;1031.33;1.01;31.1;3788.44;3.7;83.7;203360.84;198.59;16.33;39696.15;38.77;0.58;0.0
miche;16/10/2025 20:00;4.2;95.8;1.9;1.5;(0.0, 0.0, 0.0);86.1;6385.12;6.24;13.87;1028.13;1.0;31.1;3788.44;3.7;83.7;203360.84;198.59;16.33;39696.15;38.77;0.0;0.0
miche;16/10/2025 20:00;2.0;98.0;1.6;0.4;(0.0, 0.0, 0.0);86.5;6410.07;6.26;13.53;1003.18;0.98;31.1;3786.19;3.7;83.7;203360.84;198.59;16.33;39696.15;38.77;3.53;0.0
miche;16/10/2025 20:00;4.3;95.7;1.2;1.9;(0.0, 0.0, 0.0);86.5;6410.64;6.26;13.52;1002.61;0.98;31.1;3786.01;3.7;83.7;203360.88;198.59;16.33;39696.11;38.77;0.0;0.0
miche;16/10/2025 20:00;7.3;92.7;3.1;2.3;(0.0, 0.0, 0.0);86.5;6410.69;6.26;13.52;1002.55;0.98;31.1;3786.01;3.7;83.7;203360.88;198.59;16.33;39696.11;38.77;0.02;0.0
miche;16/10/2025 20:00;4.7;95.3;1.2;3.1;(0.0, 0.0, 0.0);86.1;6384.07;6.23;13.88;1029.17;1.01;31.1;3786.01;3.7;83.7;203360.82;198.59;16.33;39696.18;38.77;0.0;0.0
miche;16/10/2025 20:00;3.5;96.5;0.8;2.7;(0.0, 0.0, 0.0);86.1;6384.65;6.24;13.88;1028.6;1.0;31.1;3785.98;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 20:00;1.5;98.5;0.8;0.4;(0.0, 0.0, 0.0);86.1;6379.43;6.23;13.95;1033.82;1.01;31.1;3785.88;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.14;0.0
miche;16/10/2025 20:00;3.5;96.5;1.5;1.5;(0.0, 0.0, 0.0);86.1;6381.53;6.23;13.92;1031.71;1.01;31.1;3785.88;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 20:00;8.8;91.2;2.3;4.2;(0.0, 0.0, 0.0);86.1;6381.77;6.23;13.91;1031.48;1.01;31.1;3785.43;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.12;0.0
miche;16/10/2025 20:01;4.3;95.7;1.6;2.3;(0.0, 0.0, 0.0);85.9;6369.8;6.22;14.08;1043.44;1.02;31.1;3785.41;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 20:01;4.3;95.7;1.2;2.0;(0.0, 0.0, 0.0);86.0;6375.33;6.23;14.0;1037.92;1.01;31.1;3785.41;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 20:01;2.3;97.7;2.3;0.0;(0.0, 0.0, 0.0);85.5;6338.59;6.19;14.5;1074.66;1.05;31.1;3789.27;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 20:01;1.6;98.4;1.6;0.0;(0.0, 0.0, 0.0);85.6;6342.52;6.19;14.44;1070.73;1.05;31.1;3789.26;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.0;0.0
miche;16/10/2025 20:01;1.2;98.8;0.0;1.2;(0.0, 0.0, 0.0);85.5;6339.34;6.19;14.49;1073.91;1.05;31.1;3789.25;3.7;83.7;203360.78;198.59;16.33;39696.21;38.77;0.02;0.0
miche;16/10/2025 20:01;3.6;96.4;1.6;1.6;(0.0, 0.0, 0.0);85.3;6325.85;6.18;14.67;1087.39;1.06;31.1;3789.18;3.7;83.7;203361.28;198.6;16.33;39695.71;38.77;0.0;0.0
miche;16/10/2025 20:01;2.0;98.0;0.8;0.8;(0.0, 0.0, 0.0);85.5;6339.39;6.19;14.49;1073.86;1.05;31.1;3789.16;3.7;83.7;203361.28;198.6;16.33;39695.71;38.77;0.0;0.0
miche;16/10/2025 20:01;6.0;94.0;3.4;1.9;(0.0, 0.0, 0.0);85.5;6341.79;6.19;14.45;1071.45;1.05;31.1;3789.14;3.7;83.7;203361.28;198.6;16.33;39695.71;38.77;0.0;0.0
miche;16/10/2025 20:01;1.6;98.4;0.8;0.4;(0.0, 0.0, 0.0);85.5;6335.64;6.19;14.54;1077.61;1.05;31.1;3789.14;3.7;83.7;203361.34;198.6;16.33;39695.66;38.77;0.0;0.0
miche;16/10/2025 20:01;2.3;97.7;1.2;0.8;(0.0, 0.0, 0.0);85.5;6335.95;6.19;14.53;1077.29;1.05;31.1;3789.13;3.7;83.7;203361.34;198.6;16.33;39695.65;38.77;0.09;0.0
miche;16/10/2025 20:02;3.9;96.1;2.4;1.6;(0.0, 0.0, 0.0);85.5;6338.98;6.19;14.49;1074.27;1.05;31.1;3788.91;3.7;83.7;203361.41;198.6;16.33;39695.59;38.77;0.16;0.0
miche;16/10/2025 20:02;1.2;98.8;0.8;0.4;(0.0, 0.0, 0.0);85.5;6341.71;6.19;14.45;1071.54;1.05;31.1;3788.89;3.7;83.7;203361.42;198.6;16.33;39695.57;38.77;0.0;0.0
miche;16/10/2025 20:02;0.8;99.2;0.4;0.4;(0.0, 0.0, 0.0);85.6;6342.06;6.19;14.45;1071.18;1.05;31.1;3788.83;3.7;83.7;203361.42;198.6;16.33;39695.57;38.77;0.0;0.0
miche;16/10/2025 20:02;1.9;98.1;0.8;0.8;(0.0, 0.0, 0.0);85.6;6344.88;6.2;14.41;1068.36;1.04;31.1;3788.8;3.7;83.7;203361.42;198.6;16.33;39695.57;38.77;0.0;0.0
miche;16/10/2025 20:02;1.6;98.4;1.2;0.4;(0.0, 0.0, 0.0);85.6;6346.33;6.2;14.39;1066.91;1.04;31.1;3788.77;3.7;83.7;203361.42;198.6;16.33;39695.57;38.77;0.05;0.0
miche;16/10/2025 20:02;3.1;96.9;1.2;1.6;(0.0, 0.0, 0.0);85.3;6325.39;6.18;14.67;1087.86;1.06;31.1;3788.76;3.7;83.7;203361.36;198.6;16.33;39695.64;38.77;0.0;0.0
miche;16/10/2025 20:02;12.5;87.5;4.2;7.6;(0.0, 0.0, 0.0);86.1;6380.5;6.23;13.93;1032.74;1.01;31.1;3788.52;3.7;83.7;203361.41;198.6;16.33;39695.59;38.77;0.0;0.0
miche;16/10/2025 20:02;2.4;97.6;1.6;0.4;(0.0, 0.0, 0.0);86.0;6378.93;6.23;13.95;1034.32;1.01;31.1;3788.51;3.7;83.7;203361.41;198.6;16.33;39695.59;38.77;0.01;0.0
miche;16/10/2025 20:02;3.5;96.5;1.2;1.5;(0.0, 0.0, 0.0);86.0;6374.64;6.23;14.01;1038.61;1.01;31.1;3788.51;3.7;83.7;203361.41;198.6;16.33;39695.59;38.77;0.0;0.0
miche;16/10/2025 20:02;1.9;98.1;1.1;0.8;(0.0, 0.0, 0.0);86.0;6376.43;6.23;13.99;1036.81;1.01;31.1;3788.47;3.7;83.7;203361.41;198.6;16.33;39695.59;38.77;0.0;0.0
miche;16/10/2025 20:03;2.0;98.0;0.4;1.2;(0.0, 0.0, 0.0);86.0;6378.67;6.23;13.96;1034.58;1.01;31.1;3788.35;3.7;83.7;203361.47;198.6;16.33;39695.53;38.77;0.0;0.0
miche;16/10/2025 20:03;1.9;98.1;1.2;0.4;(0.0, 0.0, 0.0);85.6;6346.22;6.2;14.39;1067.02;1.04;31.1;3788.34;3.7;83.7;203361.47;198.6;16.33;39695.53;38.77;0.0;0.0
miche;16/10/2025 20:03;5.1;94.9;1.6;3.1;(0.0, 0.0, 0.0);85.6;6345.93;6.2;14.4;1067.32;1.04;31.1;3788.34;3.7;83.7;203361.47;198.6;16.33;39695.53;38.77;0.0;0.0
miche;16/10/2025 20:03;2.3;97.7;0.8;1.5;(0.0, 0.0, 0.0);85.4;6334.44;6.19;14.55;1078.81;1.05;31.1;3788.33;3.7;83.7;203361.47;198.6;16.33;39695.53;38.77;0.0;0.0
miche;16/10/2025 20:03;2.4;97.6;0.8;1.2;(0.0, 0.0, 0.0);85.3;6321.95;6.17;14.72;1091.3;1.07;31.1;3788.29;3.7;83.7;203361.47;198.6;16.33;39695.53;38.77;0.01;0.0
miche;16/10/2025 20:03;2.7;97.3;1.2;0.8;(0.0, 0.0, 0.0);85.2;6314.87;6.17;14.82;1098.38;1.07;31.1;3788.29;3.7;83.7;203361.41;198.6;16.33;39695.59;38.77;0.0;0.0
miche;16/10/2025 20:03;5.3;94.7;1.9;2.7;(0.0, 0.0, 0.0);85.3;6322.77;6.17;14.71;1090.47;1.06;31.1;3788.25;3.7;83.7;203361.35;198.6;16.33;39695.65;38.77;0.0;0.0
miche;16/10/2025 20:03;3.1;96.9;1.2;1.6;(0.0, 0.0, 0.0);85.3;6324.16;6.18;14.69;1089.08;1.06;31.1;3788.18;3.7;83.7;203361.36;198.6;16.33;39695.64;38.77;0.0;0.0
miche;16/10/2025 20:03;1.6;98.4;0.8;0.8;(0.0, 0.0, 0.0);85.3;6325.74;6.18;14.67;1087.5;1.06;31.1;3788.17;3.7;83.7;203361.36;198.6;16.33;39695.64;38.77;0.0;0.0
miche;16/10/2025 20:03;1.2;98.8;0.8;0.4;(0.0, 0.0, 0.0);85.4;6329.69;6.18;14.62;1083.55;1.06;31.1;3788.16;3.7;83.7;203361.36;198.6;16.33;39695.64;38.77;0.0;0.0
miche;16/10/2025 20:04;2.3;97.7;1.2;0.8;(0.0, 0.0, 0.0);85.3;6324.46;6.18;14.69;1088.79;1.06;31.1;3788.12;3.7;83.7;203361.42;198.6;16.33;39695.57;38.77;0.0;0.0
miche;16/10/2025 20:04;3.9;96.1;2.0;1.6;(0.0, 0.0, 0.0);85.3;6323.62;6.18;14.7;1089.62;1.06;31.1;3788.11;3.7;83.7;203361.42;198.6;16.33;39695.57;38.77;0.0;0.0
miche;16/10/2025 20:04;1.2;98.8;0.8;0.4;(0.0, 0.0, 0.0);85.4;6328.72;6.18;14.63;1084.52;1.06;31.1;3788.08;3.7;83.7;203361.43;198.6;16.33;39695.57;38.77;0.0;0.0
miche;16/10/2025 20:04;1.6;98.4;1.2;0.4;(0.0, 0.0, 0.0);85.4;6330.49;6.18;14.61;1082.75;1.06;31.1;3788.08;3.7;83.7;203361.49;198.6;16.33;39695.51;38.77;0.0;0.0
miche;16/10/2025 20:04;2.7;97.3;0.4;2.3;(0.0, 0.0, 0.0);85.4;6332.62;6.18;14.58;1080.62;1.06;31.1;3788.05;3.7;83.7;203361.49;198.6;16.33;39695.5;38.77;0.0;0.0
miche;16/10/2025 20:04;1.6;98.4;0.8;0.4;(0.0, 0.0, 0.0);85.3;6323.02;6.17;14.71;1090.23;1.06;31.1;3788.04;3.7;83.7;203361.43;198.6;16.33;39695.56;38.77;0.0;0.0
miche;16/10/2025 20:04;2.7;97.3;1.2;1.2;(0.0, 0.0, 0.0);85.4;6329.22;6.18;14.62;1084.03;1.06;31.1;3788.04;3.7;83.7;203361.43;198.6;16.33;39695.56;38.77;0.21;0.0
miche;16/10/2025 20:04;2.7;97.3;0.8;1.5;(0.0, 0.0, 0.0);85.4;6331.11;6.18;14.6;1082.13;1.06;31.1;3788.03;3.7;83.7;203361.43;198.6;16.33;39695.56;38.77;0.0;0.0
miche;16/10/2025 20:04;0.8;99.2;0.4;0.4;(0.0, 0.0, 0.0);85.4;6327.81;6.18;14.64;1085.44;1.06;31.1;3788.0;3.7;83.7;203361.43;198.6;16.33;39695.56;38.77;0.13;0.0
miche;16/10/2025 20:04;2.7;97.3;1.6;0.8;(0.0, 0.0, 0.0);85.3;6325.8;6.18;14.67;1087.44;1.06;31.1;3787.98;3.7;83.7;203361.55;198.6;16.33;39695.45;38.77;0.0;0.0
miche;16/10/2025 20:05;5.7;94.3;2.7;2.3;(0.0, 0.0, 0.0);85.4;6327.27;6.18;14.65;1085.98;1.06;31.1;3787.97;3.7;83.7;203361.55;198.6;16.33;39695.45;38.77;0.0;0.0
miche;16/10/2025 20:05;2.6;97.4;0.8;1.5;(0.0, 0.0, 0.0);85.3;6323.0;6.17;14.71;1090.24;1.06;31.1;3787.96;3.7;83.7;203361.55;198.6;16.33;39695.44;38.77;0.0;0.0
miche;16/10/2025 20:05;7.3;92.7;1.2;3.8;(0.0, 0.0, 0.0);85.3;6324.84;6.18;14.68;1088.41;1.06;31.1;3787.95;3.7;83.7;203361.55;198.6;16.33;39695.44;38.77;0.0;0.0
miche;16/10/2025 20:05;1.6;98.4;0.8;0.4;(0.0, 0.0, 0.0);85.3;6327.12;6.18;14.65;1086.12;1.06;31.1;3787.92;3.7;83.7;203361.56;198.6;16.33;39695.44;38.77;0.0;0.0
miche;16/10/2025 20:05;1.6;98.4;1.6;0.0;(0.0, 0.0, 0.0);85.4;6328.84;6.18;14.63;1084.4;1.06;31.1;3787.92;3.7;83.7;203361.56;198.6;16.33;39695.44;38.77;0.0;0.0
miche;16/10/2025 20:05;3.1;96.9;2.0;0.8;(0.0, 0.0, 0.0);85.1;6312.37;6.16;14.85;1100.88;1.08;31.1;3787.91;3.7;83.7;203361.56;198.6;16.33;39695.44;38.77;0.0;0.0
miche;16/10/2025 20:05;2.3;97.7;0.8;1.2;(0.0, 0.0, 0.0);85.2;6318.92;6.17;14.76;1094.33;1.07;31.1;3787.91;3.7;83.7;203361.56;198.6;16.33;39695.44;38.77;0.0;0.0
miche;16/10/2025 20:05;1.6;98.4;1.2;0.4;(0.0, 0.0, 0.0);85.3;6320.99;6.17;14.73;1092.26;1.07;31.1;3787.9;3.7;83.7;203361.56;198.6;16.33;39695.44;38.77;0.0;0.0
miche;16/10/2025 20:05;2.0;98.0;1.6;0.4;(0.0, 0.0, 0.0);85.3;6324.68;6.18;14.68;1088.57;1.06;31.1;3787.9;3.7;83.7;203361.56;198.6;16.33;39695.44;38.77;0.0;0.0
miche;16/10/2025 20:06;1.2;98.8;1.2;0.0;(0.0, 0.0, 0.0);85.4;6328.33;6.18;14.63;1084.92;1.06;31.1;3787.88;3.7;83.7;203361.65;198.6;16.33;39695.34;38.76;0.0;0.0
miche;16/10/2025 20:06;1.9;98.1;0.8;0.8;(0.0, 0.0, 0.0);85.4;6330.58;6.18;14.6;1082.67;1.06;31.1;3787.86;3.7;83.7;203361.71;198.6;16.33;39695.28;38.76;0.0;0.0
miche;16/10/2025 20:06;1.9;98.1;0.8;0.8;(0.0, 0.0, 0.0);85.4;6329.12;6.18;14.62;1084.13;1.06;31.1;3787.84;3.7;83.7;203361.71;198.6;16.33;39695.28;38.76;0.0;0.0
miche;16/10/2025 20:06;4.6;95.4;1.5;1.5;(0.0, 0.0, 0.0);85.3;6323.7;6.18;14.7;1089.54;1.06;31.1;3787.82;3.7;83.7;203361.71;198.6;16.33;39695.28;38.76;0.47;0.0
miche;16/10/2025 20:06;1.9;98.1;1.5;0.4;(0.0, 0.0, 0.0);85.4;6329.6;6.18;14.62;1083.64;1.06;31.1;3787.82;3.7;83.7;203361.71;198.6;16.33;39695.28;38.76;0.0;0.0
miche;16/10/2025 20:06;2.3;97.7;0.4;1.1;(0.0, 0.0, 0.0);85.4;6331.13;6.18;14.6;1082.12;1.06;31.1;3787.82;3.7;83.7;203361.71;198.6;16.33;39695.28;38.76;0.0;0.0
miche;16/10/2025 20:06;5.1;94.9;3.1;1.6;(0.0, 0.0, 0.0);85.3;6320.84;6.17;14.74;1092.4;1.07;31.1;3787.76;3.7;83.7;203361.65;198.6;16.33;39695.34;38.76;0.01;0.0
miche;16/10/2025 20:06;2.3;97.7;1.5;0.8;(0.0, 0.0, 0.0);85.4;6330.95;6.18;14.6;1082.3;1.06;31.1;3787.74;3.7;83.7;203361.65;198.6;16.33;39695.34;38.76;0.0;0.0
miche;16/10/2025 20:06;3.1;96.9;1.9;0.8;(0.0, 0.0, 0.0);85.4;6329.26;6.18;14.62;1083.99;1.06;31.1;3787.73;3.7;83.7;203361.65;198.6;16.33;39695.34;38.76;0.31;0.0
miche;16/10/2025 20:06;3.1;96.9;1.2;1.2;(0.0, 0.0, 0.0);85.4;6331.23;6.18;14.6;1082.02;1.06;31.1;3787.72;3.7;83.7;203361.65;198.6;16.33;39695.34;38.76;0.0;0.0
miche;16/10/2025 20:07;1.2;98.8;1.2;0.0;(0.0, 0.0, 0.0);85.4;6329.07;6.18;14.62;1084.18;1.06;31.1;3787.71;3.7;83.7;203361.66;198.6;16.33;39695.34;38.76;0.0;0.0
